,carat,cut,color,clarity,depth,table,x,y,z,price,carat_bin
13451,1.22,Premium,G,SI2,61.6,62.0,6.79,6.75,4.17,5226,Extra Large
13452,0.7,Ideal,F,SI1,60.7,57.0,5.78,5.82,3.52,2671,Medium
13453,0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,597,Small
13454,0.26,Very Good,I,VVS2,62.7,55.0,4.09,4.12,2.57,427,Small
13455,1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,11029,Extra Large
13456,1.01,Good,J,SI2,59.5,62.0,6.42,6.46,3.83,3756,Large
13457,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034,Extra Large
13458,0.41,Premium,E,VVS2,61.8,59.0,4.74,4.78,2.94,1187,Medium
13459,0.4,Ideal,G,SI1,62.5,54.0,4.74,4.77,2.97,741,Small
13460,1.01,Fair,F,SI2,60.1,66.0,6.44,6.41,3.86,3597,Large
13461,0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77,3400,Large
13462,0.9,Very Good,G,VS2,61.9,56.0,6.17,6.23,3.84,4269,Large
13463,0.91,Good,G,SI1,63.1,63.0,6.11,6.16,3.87,3506,Large
13464,1.47,Premium,I,SI2,62.4,55.0,7.34,7.24,4.55,6742,Extra Large
13465,1.57,Ideal,F,SI1,61.1,55.0,7.53,7.55,4.61,12320,Extra Large
13466,1.1,Ideal,E,I1,61.9,56.0,6.59,6.63,4.09,3872,Extra Large
13467,0.3,Premium,I,VVS1,61.1,59.0,4.33,4.31,2.64,709,Small
13468,0.32,Premium,I,VVS2,61.9,59.0,4.38,4.35,2.7,720,Small
13469,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544,Extra Large
13470,0.53,Ideal,H,VS2,61.4,56.0,5.2,5.23,3.2,2031,Medium
13471,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,628,Small
13472,0.31,Ideal,F,IF,62.1,56.0,4.36,4.33,2.7,1046,Small
13473,0.72,Ideal,G,SI2,62.5,57.0,5.71,5.75,3.58,2079,Large
13474,0.9,Good,J,VS2,64.1,56.0,6.12,6.08,3.91,2691,Large
13475,1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06,9053,Extra Large
13476,0.69,Premium,H,SI1,62.8,58.0,5.65,5.62,3.54,1822,Medium
13477,0.7,Ideal,I,VVS2,62.7,54.0,5.65,5.69,3.55,2487,Medium
13478,0.41,Ideal,E,VS1,62.7,57.0,4.72,4.76,2.97,1079,Medium
13479,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16,11415,Extra Large
13480,0.53,Good,H,SI1,63.9,55.0,5.14,5.19,3.3,1132,Medium
13481,0.44,Premium,G,VS2,60.6,58.0,4.96,4.9,2.99,1063,Medium
13482,0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408,Medium
13483,1.59,Ideal,H,VVS2,62.6,54.0,7.43,7.47,4.67,12971,Extra Large
13484,0.52,Ideal,G,VVS2,61.6,55.0,5.14,5.18,3.19,1957,Medium
13485,0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7,900,Small
13486,1.1,Very Good,H,VS2,63.1,57.0,6.6,6.52,4.14,5729,Extra Large
13487,0.5,Ideal,D,SI1,60.9,57.0,5.11,5.13,3.12,1563,Medium
13488,1.11,Fair,J,SI2,64.8,55.1,6.44,6.55,4.21,4056,Extra Large
13489,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,8707,Large
13490,0.3,Very Good,H,VVS2,63.0,56.0,4.24,4.27,2.68,581,Small
13491,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131,Extra Large
13492,0.55,Ideal,E,SI1,60.7,57.0,5.3,5.27,3.21,1668,Medium
13493,0.52,Very Good,F,SI1,58.6,61.0,5.28,5.3,3.1,1244,Medium
13494,0.5,Premium,F,VS1,60.6,59.0,5.19,5.14,3.13,1764,Medium
13495,0.57,Premium,F,VS2,59.8,59.0,5.4,5.37,3.22,1760,Medium
13496,0.7,Very Good,G,SI1,61.9,56.0,5.68,5.73,3.53,2042,Medium
13497,1.7,Ideal,E,SI2,59.6,59.0,7.73,7.83,4.64,11924,Extra Large
13498,0.35,Premium,I,VS2,61.2,58.0,4.57,4.55,2.79,630,Small
13499,1.2,Premium,E,SI1,61.8,56.0,6.82,6.75,4.19,6653,Extra Large
13500,0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,781,Small
13501,1.07,Premium,H,SI1,61.5,57.0,6.63,6.55,4.05,5123,Extra Large
13502,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,2035,Medium
13503,0.71,Premium,E,SI2,62.7,59.0,5.7,5.66,3.56,2343,Large
13504,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721,Medium
13505,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2557,Large
13506,1.02,Ideal,E,SI2,62.4,55.0,6.44,6.47,4.03,4398,Large
13507,0.51,Ideal,F,VS2,60.6,56.0,5.19,5.17,3.14,1687,Medium
13508,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154,Medium
13509,1.6,Ideal,E,SI1,61.9,54.0,7.56,7.5,4.66,11437,Extra Large
13510,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1744,Medium
13511,0.51,Ideal,G,VVS2,62.6,57.0,5.12,5.1,3.2,1974,Medium
13512,0.42,Premium,F,VS1,59.9,61.0,4.88,4.84,2.91,1103,Medium
13513,0.3,Premium,G,VVS1,62.1,56.0,4.31,4.29,2.67,1013,Small
13514,0.3,Ideal,E,VVS2,61.4,55.0,4.34,4.36,2.67,1053,Small
13515,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76,554,Small
13516,0.78,Ideal,I,VS2,60.9,57.0,5.97,5.92,3.62,2422,Large
13517,0.5,Very Good,E,VS2,63.4,58.0,5.08,5.05,3.21,1583,Medium
13518,0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1433,Medium
13519,0.36,Ideal,E,VVS1,61.4,57.0,4.64,4.61,2.54,1043,Small
13520,1.01,Very Good,E,SI2,62.2,58.0,6.36,6.43,3.98,4575,Large
13521,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2633,Medium
13522,1.0,Ideal,E,VS2,61.3,58.0,6.41,6.44,3.94,7370,Large
13523,0.62,Ideal,H,VS2,61.2,54.0,5.51,5.6,3.4,1616,Medium
13524,0.51,Premium,E,SI2,61.8,58.0,5.08,5.11,3.15,1177,Medium
13525,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,6411,Extra Large
13526,0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2145,Large
13527,1.2,Very Good,H,SI2,58.8,61.0,6.94,6.98,4.09,5211,Extra Large
13528,0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957,Medium
13529,0.33,Ideal,H,VVS1,62.1,53.0,4.47,4.51,2.79,730,Small
13530,0.74,Premium,H,SI1,62.4,58.0,5.75,5.7,3.57,2300,Large
13531,1.14,Premium,G,VS2,61.9,58.0,6.68,6.72,4.15,6144,Extra Large
13532,2.4,Fair,J,SI2,65.4,56.0,8.35,8.29,5.44,15824,Extra Large
13533,1.79,Good,G,SI2,57.8,59.0,8.07,7.94,4.63,9122,Extra Large
13534,0.51,Ideal,D,VS2,62.3,57.0,5.09,5.12,3.18,1787,Medium
13535,0.8,Ideal,F,SI1,61.5,54.0,6.07,6.0,3.71,2890,Large
13536,0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,526,Small
13537,0.42,Ideal,G,VVS2,62.2,56.0,4.77,4.81,2.98,1031,Medium
13538,0.5,Premium,D,VS2,62.2,60.0,5.15,5.05,3.17,1431,Medium
13539,0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,936,Small
13540,0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693,Small
13541,0.52,Premium,G,SI1,62.6,58.0,5.13,5.1,3.2,1249,Medium
13542,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294,Extra Large
13543,1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250,Large
13544,0.32,Ideal,I,VS2,60.3,56.0,4.45,4.44,2.68,576,Small
13545,1.33,Very Good,J,SI1,64.0,53.0,6.93,7.01,4.46,5327,Extra Large
13546,0.35,Ideal,E,SI2,61.4,56.0,4.51,4.55,2.78,491,Small
13548,0.7,Ideal,H,SI2,60.6,54.0,5.73,5.65,3.45,1715,Medium
13549,0.3,Good,H,VVS1,63.3,59.0,4.22,4.28,2.69,684,Small
13550,0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,982,Medium
13551,0.86,Very Good,I,VS1,61.2,58.0,6.1,6.16,3.75,2905,Large
13552,0.41,Very Good,G,VS1,62.7,57.0,4.74,4.77,2.98,899,Medium
13553,0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1631,Medium
13554,0.51,Premium,E,VS2,61.3,60.0,5.16,5.11,3.15,1781,Medium
13555,0.27,Very Good,F,VVS1,61.8,55.0,4.13,4.16,2.56,604,Small
13556,0.3,Good,G,VVS1,63.1,58.0,4.28,4.31,2.71,789,Small
13557,0.31,Ideal,F,VS1,60.6,56.0,4.42,4.39,2.67,872,Small
13558,1.26,Very Good,G,VVS2,60.9,56.0,6.95,7.01,4.25,10020,Extra Large
13559,0.35,Ideal,E,SI1,60.9,55.0,4.53,4.57,2.77,614,Small
13560,0.7,Good,F,VS2,62.6,61.0,5.56,5.62,3.5,2591,Medium
13561,0.32,Premium,H,VVS1,61.4,58.0,4.38,4.41,2.7,730,Small
13562,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020,Large
13563,0.51,Ideal,H,IF,60.3,58.0,5.15,5.17,3.11,1899,Medium
13564,0.55,Ideal,J,VS1,62.3,56.0,5.26,5.24,3.27,1550,Medium
13565,1.01,Very Good,G,VVS2,63.2,59.0,6.35,6.27,3.99,7267,Large
13566,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,5861,Large
13567,0.31,Very Good,G,VS2,63.0,54.0,4.33,4.37,2.74,544,Small
13568,0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,1061,Medium
13569,1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014,Extra Large
13570,1.25,Ideal,E,IF,61.8,55.0,6.95,6.9,4.28,16823,Extra Large
13571,0.72,Ideal,F,SI1,62.5,57.0,5.65,5.74,3.56,2440,Large
13572,1.25,Premium,I,VS2,61.0,59.0,6.98,6.89,4.23,6084,Extra Large
13573,0.38,Premium,E,VS2,59.2,60.0,4.77,4.73,2.81,1112,Small
13574,0.8,Fair,G,SI2,67.1,56.0,5.76,5.73,3.85,2400,Large
13575,0.92,Fair,F,SI1,64.9,58.0,6.1,6.04,3.94,3117,Large
13576,1.2,Premium,F,SI1,60.2,58.0,6.9,6.86,4.14,6604,Extra Large
13577,1.2,Premium,H,SI1,62.9,56.0,6.8,6.74,4.26,6129,Extra Large
13578,0.34,Ideal,G,IF,61.9,54.0,4.51,4.53,2.8,974,Small
13579,1.01,Good,F,SI1,65.5,58.0,6.11,6.25,4.05,4369,Large
13580,0.9,Good,F,SI1,63.9,58.0,6.08,6.03,3.87,3992,Large
13581,0.7,Ideal,F,SI1,62.3,56.0,5.65,5.68,3.53,2382,Medium
13582,1.2,Good,I,SI1,63.1,58.0,6.66,6.72,4.22,4752,Extra Large
13583,1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0,5773,Large
13584,0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2,1566,Medium
13585,0.34,Very Good,G,VS2,62.9,55.0,4.45,4.52,2.82,596,Small
13586,0.42,Premium,G,VS2,60.1,61.0,4.86,4.79,2.9,1087,Medium
13587,0.31,Premium,H,SI1,59.0,57.0,4.44,4.4,2.61,573,Small
13588,0.36,Ideal,F,VS1,60.1,57.0,4.62,4.67,2.79,789,Small
13589,0.58,Ideal,E,VS2,62.0,57.0,5.33,5.35,3.31,1752,Medium
13590,1.11,Premium,J,SI1,59.5,58.0,6.89,6.77,4.07,3524,Extra Large
13591,0.54,Ideal,F,SI1,59.8,57.0,5.31,5.29,3.17,1369,Medium
13592,1.2,Ideal,F,VS1,62.9,53.0,6.86,6.81,4.3,9032,Extra Large
13593,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702,Small
13594,0.3,Ideal,F,VS2,62.7,57.0,4.31,4.27,2.69,776,Small
13595,0.34,Ideal,H,VS2,62.2,56.0,4.53,4.48,2.8,689,Small
13596,0.3,Ideal,D,VVS1,61.79641062455133,55.0,4.33,4.35,2.68,933,Small
13597,0.4,Ideal,I,VVS2,62.6,54.0,4.69,4.73,2.95,751,Small
13598,0.42,Ideal,D,VVS1,61.8,55.0,4.83,4.85,2.99,1547,Medium
13599,1.51,Fair,H,VS2,65.6,56.0,7.08,4.7,4.0,7188,Extra Large
13600,0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87,568,Small
13601,0.41,Ideal,D,VS1,62.6,55.0,4.75,4.77,2.98,1019,Medium
13602,1.58,Ideal,F,SI1,60.2,56.0,7.57,7.64,4.58,12991,Extra Large
13603,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4997,Extra Large
13604,0.33,Premium,I,VVS2,61.4,58.0,4.48,4.45,2.74,743,Small
13605,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544,Small
13606,0.5,Premium,D,VS2,62.8,58.0,5.08,5.05,3.18,1845,Medium
13607,0.3,Very Good,H,VVS1,62.5,59.0,4.26,4.29,2.67,684,Small
13608,0.7,Very Good,H,SI2,63.4,55.0,5.59,5.64,3.56,2094,Medium
13609,0.7,Premium,H,VS1,60.6,59.0,5.81,5.74,3.5,2636,Medium
13610,0.34,Premium,I,SI1,61.3,61.0,4.49,4.45,2.74,574,Small
13611,0.78,Premium,F,SI2,62.8,56.0,5.9,5.86,3.69,2200,Large
13612,0.3,Premium,D,VS2,62.2,60.0,4.28,4.3,2.67,710,Small
13613,0.41,Ideal,E,VVS1,61.7,56.0,4.82,4.78,2.96,1431,Medium
13614,0.83,Very Good,G,SI2,63.1,61.0,5.96,5.92,3.75,2259,Large
13615,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1095,Small
13616,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7869,Extra Large
13617,1.33,Premium,H,VS2,62.6,58.0,7.07,7.01,4.41,7943,Extra Large
13618,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.16,3.83,3250,Large
13619,1.22,Ideal,F,SI2,61.7,54.9,6.84,6.9,4.24,6132,Extra Large
13620,1.01,Ideal,G,VS1,61.2,57.0,6.42,6.47,3.95,7290,Large
13621,0.77,Ideal,D,SI1,61.4,56.0,5.9,5.93,3.63,2996,Large
13622,0.72,Very Good,I,VS1,60.7,56.0,5.78,5.82,3.52,2401,Large
13623,2.03,Fair,H,I1,64.4,59.0,7.91,7.85,5.07,6002,Extra Large
13624,0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69,571,Small
13625,0.31,Very Good,E,SI1,60.1,61.0,4.35,4.4,2.63,544,Small
13626,1.14,Premium,H,VS2,61.7,60.0,6.74,6.67,4.14,5937,Extra Large
13627,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,5159,Extra Large
13628,0.63,Ideal,D,SI1,61.5,56.0,5.52,5.53,3.4,1964,Medium
13629,1.23,Very Good,E,SI1,59.2,62.0,7.0,7.05,4.16,7143,Extra Large
13630,0.82,Very Good,J,SI1,62.26509433962265,57.0,5.88,5.94,3.72,2313,Large
13631,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368,Medium
13632,0.69,Ideal,H,SI1,62.1,57.0,5.65,5.62,3.5,1822,Medium
13633,0.41,Ideal,I,VS1,61.9,55.0,4.82,4.78,2.97,878,Medium
13634,1.01,Very Good,H,SI1,63.4,59.0,6.34,6.28,4.0,4836,Large
13635,0.41,Ideal,E,VVS2,61.0,56.0,4.79,4.82,2.93,1187,Medium
13636,0.51,Ideal,E,SI1,61.5,55.0,5.18,5.16,3.18,1546,Medium
13637,1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644,Extra Large
13638,0.91,Good,G,SI1,63.5,61.0,6.05,6.1,3.86,3776,Large
13639,1.52,Premium,I,VS2,59.0,59.0,7.53,7.46,4.42,9057,Extra Large
13640,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,687,Small
13641,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,1095,Small
13642,0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63,2573,Large
13643,0.55,Ideal,E,VS2,60.3,57.0,5.28,5.3,3.19,1596,Medium
13644,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5000,Extra Large
13645,1.29,Very Good,I,VS1,61.52505827505828,58.0,6.98,7.03,4.28,5562,Extra Large
13646,0.3,Ideal,H,VVS2,60.8,58.0,4.33,4.38,2.65,590,Small
13647,1.52,Very Good,E,SI1,63.5,58.0,7.36,7.29,4.65,11176,Extra Large
13648,0.71,Ideal,F,SI2,61.2,55.0,5.77,5.79,3.54,2365,Large
13649,0.42,Ideal,E,VS2,62.2,55.0,4.79,4.83,2.99,958,Medium
13650,1.01,Premium,F,VS2,61.6,59.0,6.39,6.43,3.95,6587,Large
13651,0.6,Ideal,E,VS2,62.0,56.0,5.4,5.43,3.36,2112,Medium
13652,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2444,Medium
13653,0.31,Ideal,F,VVS1,61.9,55.0,4.37,4.42,2.72,801,Small
13654,0.42,Premium,D,SI2,62.0,59.0,4.83,4.78,2.98,862,Medium
13655,0.31,Ideal,E,VS2,61.7,56.0,4.35,4.31,2.67,872,Small
13656,0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913,Large
13657,0.7,Good,D,VS1,60.4,62.0,5.73,5.76,3.47,3463,Medium
13658,0.91,Ideal,I,SI1,62.4,56.0,6.2,6.24,3.88,3574,Large
13659,1.51,Very Good,F,SI1,62.4,55.0,7.28,7.34,4.56,11190,Extra Large
13660,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3261,Medium
13661,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,14319,Extra Large
13662,1.1,Ideal,G,VS2,60.0,57.0,6.74,6.7,4.03,6653,Extra Large
13663,0.31,Ideal,D,SI1,61.2,57.0,4.34,4.38,2.67,533,Small
13664,0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,1624,Medium
13665,0.28,Very Good,F,VS1,61.0,59.0,4.23,4.29,2.6,487,Small
13666,1.27,Premium,J,VS2,61.9281179138322,58.0,6.88,6.84,4.27,4580,Extra Large
13667,0.3,Ideal,G,IF,61.8,55.0,4.32,4.36,2.68,863,Small
13668,0.4,Ideal,G,SI1,60.9,55.0,4.82,4.79,2.93,873,Small
13669,0.77,Very Good,H,VVS2,61.1,56.0,5.89,5.92,3.61,3208,Large
13670,0.32,Premium,J,VS2,61.9,58.0,4.35,4.38,2.7,393,Small
13671,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99,4199,Large
13672,0.31,Ideal,H,VS1,62.0,54.0,4.35,4.39,2.71,544,Small
13673,0.27,Ideal,E,VVS1,62.0,56.0,4.16,4.19,2.59,586,Small
13674,0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,1371,Medium
13675,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,719,Medium
13676,0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82,491,Small
13677,0.81,Very Good,G,SI2,62.7,56.0,5.91,5.96,3.72,2649,Large
13678,2.02,Very Good,I,SI2,61.9,60.0,8.12,8.06,5.01,14715,Extra Large
13679,0.41,Very Good,E,SI2,61.9,55.0,4.77,4.8,2.96,683,Medium
13680,0.32,Ideal,H,IF,60.9,56.0,4.42,4.41,2.69,1080,Small
13681,0.42,Ideal,G,VS2,62.2,54.0,4.82,4.8,2.99,1087,Medium
13682,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3471,Large
13683,0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,2608,Large
13684,0.3,Ideal,D,VS2,62.6,56.0,4.28,4.31,2.69,710,Small
13685,1.07,Ideal,F,SI1,62.3,53.0,6.57,6.59,4.1,6049,Extra Large
13686,1.52,Very Good,H,VS2,59.7,55.0,7.45,7.42,4.44,11681,Extra Large
13687,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924,Extra Large
13688,1.51,Premium,I,VS1,63.0,59.0,7.3,7.28,4.59,9513,Extra Large
13689,0.9,Good,F,SI2,63.2,57.0,6.09,6.15,3.87,3267,Large
13690,1.33,Premium,I,SI2,62.3,59.0,7.01,6.98,4.36,5765,Extra Large
13691,0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,3772,Large
13692,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581,Extra Large
13693,0.41,Premium,E,VS1,60.7,59.0,4.77,4.79,2.9,964,Medium
13694,1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08,4920,Extra Large
13695,0.35,Very Good,G,VS1,61.7,61.0,4.49,4.52,2.78,706,Small
13696,0.42,Good,H,SI1,63.1,57.0,4.76,4.78,3.01,700,Medium
13697,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589,Small
13698,0.74,Premium,G,SI2,60.1,58.0,5.89,5.86,3.53,2206,Large
13699,1.14,Good,G,I1,63.7,56.0,6.63,6.55,4.2,2327,Extra Large
13700,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,5322,Extra Large
13701,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,517,Small
13702,1.23,Ideal,I,SI2,61.8,55.0,6.87,6.91,4.26,5820,Extra Large
13703,0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69,680,Small
13704,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,625,Small
13705,0.32,Premium,G,VS2,61.759558996012196,60.0,4.36,4.39,2.69,561,Small
13706,0.7,Very Good,I,VS1,62.7,58.0,5.61,5.65,3.53,2288,Medium
13707,1.52,Premium,I,VS2,61.7,61.0,7.35,7.3,4.52,6793,Extra Large
13708,1.0,Good,D,SI2,64.0,59.0,6.24,6.29,4.01,3569,Large
13709,0.58,Very Good,D,VVS2,60.0,55.0,5.44,5.49,3.28,2714,Medium
13710,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,3478,Large
13711,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2398,Large
13712,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472,Extra Large
13713,0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275,Medium
13714,1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682,Large
13715,0.33,Ideal,H,VS2,61.2,55.0,4.45,4.47,2.73,521,Small
13716,0.3,Premium,D,VS2,60.6,58.0,4.36,4.32,2.63,911,Small
13717,0.26,Very Good,G,VVS2,62.5,55.0,4.1,4.12,2.57,486,Small
13718,0.3,Ideal,F,VS2,60.9,56.0,4.32,4.35,2.64,605,Small
13719,0.5,Premium,G,VS1,62.5,58.0,5.11,5.07,3.18,1746,Medium
13720,0.7,Good,H,SI1,65.4,59.0,5.46,5.52,3.59,1840,Medium
13721,0.92,Ideal,J,VS1,62.4,56.0,6.23,6.19,3.88,3332,Large
13722,0.4,Ideal,E,VS2,61.1,56.0,4.77,4.75,2.91,975,Small
13723,0.81,Ideal,D,SI2,61.9,54.0,5.96,5.99,3.7,3160,Large
13724,1.12,Ideal,G,VS1,61.0,56.0,6.72,6.76,4.11,7495,Extra Large
13725,1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,13037,Extra Large
13726,1.32,Ideal,G,VS1,61.4,54.0,7.09,7.13,4.37,9715,Extra Large
13727,1.66,Good,F,I1,62.1,57.7,7.56,7.6,4.71,6025,Extra Large
13728,0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2851,Large
13729,0.9,Fair,F,VS2,64.4,53.0,6.08,6.04,3.9,4229,Large
13730,1.56,Ideal,G,SI1,61.2,56.0,7.51,7.49,4.59,11628,Extra Large
13731,0.54,Premium,E,VS1,60.3,58.0,5.26,5.32,3.19,1939,Medium
13732,0.7,Good,E,SI1,61.9,58.0,5.63,5.67,3.5,2239,Medium
13733,0.71,Very Good,G,VS1,59.3,55.0,5.88,5.95,3.51,2994,Large
13734,0.32,Very Good,F,VS2,63.3,57.0,4.38,4.34,2.76,773,Small
13735,0.33,Ideal,F,VVS2,60.9,57.0,4.46,4.51,2.73,761,Small
13736,1.26,Premium,I,VS2,61.2,59.0,7.03,6.9,4.26,6350,Extra Large
13737,0.42,Ideal,G,VVS2,61.7,56.0,4.84,4.88,3.0,1571,Medium
13738,0.73,Ideal,D,SI2,62.4,56.0,5.77,5.74,3.59,2707,Large
13739,0.5,Premium,G,VS1,60.7,60.0,5.09,5.12,3.1,1624,Medium
13740,1.27,Ideal,E,SI2,60.2,57.0,7.09,7.14,4.28,6383,Extra Large
13741,0.3,Very Good,H,VS1,62.9,54.0,4.28,4.31,2.7,526,Small
13742,0.3,Premium,J,VS1,63.0,59.0,4.27,4.24,2.68,506,Small
13743,1.27,Very Good,I,SI1,60.7,61.0,6.97,6.91,4.21,6559,Extra Large
13744,0.32,Very Good,H,VVS1,62.9,57.0,4.33,4.38,2.74,730,Small
13745,0.9,Good,G,VS1,63.9,60.0,6.14,6.09,3.91,4401,Large
13746,0.28,Ideal,F,VVS2,62.5,57.0,4.18,4.21,2.62,642,Small
13747,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655,Extra Large
13748,0.27,Ideal,H,VVS2,61.9,55.0,4.14,4.16,2.57,496,Small
13749,0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269,Medium
13750,0.54,Premium,E,VS2,60.7,56.0,5.32,5.29,3.22,1760,Medium
13751,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7824,Extra Large
13752,0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,393,Small
13753,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,3519,Large
13754,2.3,Ideal,I,VS2,62.6,56.0,8.45,8.4,5.27,18190,Extra Large
13755,1.51,Good,J,VS1,60.6,55.0,7.3,7.36,4.44,7848,Extra Large
13756,0.31,Premium,E,SI2,61.2,61.0,4.37,4.36,2.67,558,Small
13757,0.25,Very Good,F,VVS2,61.8,58.0,4.05,4.07,2.51,575,Small
13758,1.17,Very Good,D,SI2,60.9,60.0,6.72,6.78,4.11,6062,Extra Large
13759,0.53,Very Good,H,VVS2,61.3,61.0,5.15,5.2,3.17,1548,Medium
13760,0.31,Ideal,F,VS2,61.3,57.0,4.34,4.3,2.65,802,Small
13761,0.25,Premium,G,SI2,58.8,60.0,5.33,5.28,3.12,1186,Small
13762,1.23,Ideal,F,VVS2,61.9,55.0,6.92,6.89,4.27,11927,Extra Large
13763,1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,7637,Extra Large
13764,0.23,Ideal,E,VS2,62.6,57.0,3.88,3.92,2.44,423,Small
