,carat,cut,color,clarity,depth,table,price
13681,0.32,5,7,5,62.0,57.0,589
13682,0.74,4,4,4,60.1,58.0,2206
13683,1.14,2,4,3,63.7,56.0,2327
13684,1.2,3,2,7,63.1,58.0,5322
13685,0.34,5,3,6,61.2,55.0,517
13686,1.23,5,2,4,61.8,55.0,5820
13687,0.31,5,6,6,61.6,57.0,680
13688,0.31,3,5,6,61.5,56.0,625
13689,0.32,4,4,6,61.7595589960122,60.0,561
13690,0.7,3,2,7,62.7,58.0,2288
13691,1.52,4,2,6,61.7,61.0,6793
13692,1.0,2,7,4,64.0,59.0,3569
13693,0.58,3,7,8,60.0,55.0,2714
13694,0.72,5,4,7,61.6,56.0,3478
13695,0.72,4,3,5,62.5,57.0,2398
13696,1.6,5,5,4,61.7,56.0,10472
13697,0.66,2,4,7,59.6,60.2,2275
13698,1.01,3,4,4,62.0,58.0,3682
13699,0.33,5,3,6,61.2,55.0,521
13700,0.3,4,7,6,60.6,58.0,911
13701,0.26,3,4,8,62.5,55.0,486
13702,0.3,5,5,6,60.9,56.0,605
13703,0.5,4,4,7,62.5,58.0,1746
13704,0.7,2,3,5,65.4,59.0,1840
13705,0.92,5,1,7,62.4,56.0,3332
13706,0.4,5,6,6,61.1,56.0,975
13707,0.81,5,7,4,61.9,54.0,3160
13708,1.12,5,4,7,61.0,56.0,7495
13709,1.58,3,4,6,59.6,58.0,13037
13710,1.32,5,4,7,61.4,54.0,9715
13711,1.66,2,5,3,62.1,57.7,6025
13712,0.8,3,5,5,63.4,57.0,2851
13713,0.9,1,5,6,64.4,53.0,4229
13714,1.56,5,4,5,61.2,56.0,11628
13715,0.54,4,6,7,60.3,58.0,1939
13716,0.7,2,6,5,61.9,58.0,2239
13717,0.71,3,4,7,59.3,55.0,2994
13718,0.32,3,5,6,63.3,57.0,773
13719,0.33,5,5,8,60.9,57.0,761
13720,1.26,4,2,6,61.2,59.0,6350
13721,0.42,5,4,8,61.7,56.0,1571
13722,0.73,5,7,4,62.4,56.0,2707
13723,0.5,4,4,7,60.7,60.0,1624
13724,1.27,5,6,4,60.2,57.0,6383
13725,0.3,3,3,7,62.9,54.0,526
13726,0.3,4,1,7,63.0,59.0,506
13727,1.27,3,2,5,60.7,61.0,6559
13728,0.32,3,3,9,62.9,57.0,730
13729,0.9,2,4,7,63.9,60.0,4401
13730,0.28,5,5,8,62.5,57.0,642
13731,1.51,4,3,7,59.6,60.0,10655
13732,0.27,5,3,8,61.9,55.0,496
13733,0.41,5,3,7,61.1,56.0,1269
13734,0.54,4,6,6,60.7,56.0,1760
13735,1.08,4,7,6,61.2,60.0,7824
13736,0.32,5,1,6,62.2,57.0,393
13737,0.9,2,5,4,63.1,58.0,3519
13738,2.3,5,2,6,62.6,56.0,18190
13739,1.51,2,1,7,60.6,55.0,7848
13740,0.31,4,6,4,61.2,61.0,558
13741,0.25,3,5,8,61.8,58.0,575
13742,1.17,3,7,4,60.9,60.0,6062
13743,0.53,3,3,8,61.3,61.0,1548
13744,0.31,5,5,6,61.3,57.0,802
13745,0.25,4,4,4,58.8,60.0,1186
13746,1.23,5,5,8,61.9,55.0,11927
13747,1.08,4,5,6,62.1,59.0,7637
13748,0.23,5,6,6,62.6,57.0,423
13749,1.54,3,7,5,63.0,59.0,13196
13750,0.9,2,6,4,62.0,63.0,3218
13751,1.05,4,4,6,61.9,59.0,5821
13752,1.5,4,3,6,61.6,55.0,10750
13753,0.5,4,1,5,60.7,58.0,1125
13754,0.43,5,3,10,61.9,55.0,1151
13755,0.34,3,3,6,63.1,56.0,689
13756,0.71,3,4,4,63.4,56.0,1740
13757,0.38,4,7,7,62.4,59.0,1067
13758,0.5,3,4,9,61.3,57.0,1940
13759,0.43,5,6,6,62.8,56.0,1048
13760,1.02,4,6,5,61.4,58.0,5956
13761,0.9,4,3,6,62.7,59.0,4082
13762,0.53,3,5,5,60.9,56.0,1291
13763,0.33,5,3,9,62.2,55.0,965
13764,0.4,5,4,8,61.4,53.0,883
13765,0.41,2,2,5,63.8,57.0,611
13766,0.61,5,7,5,61.6,55.0,1904
13767,0.92,4,5,4,62.1,59.0,3787
13768,1.0,3,7,6,62.6,58.0,6762
13769,0.7,2,4,7,65.1,58.0,2803
13770,0.42,5,5,8,62.2,56.0,1221
13771,0.72,3,4,8,60.1,60.0,3449
13772,1.0,2,5,4,63.8,58.0,4081
13773,0.37,4,5,5,62.4,59.0,791
13774,1.15,2,3,7,64.3,54.0,5935
13775,0.73,5,6,5,61.4,56.0,2886
13776,0.73,5,3,5,61.5,55.0,2605
13777,0.31,5,7,4,62.5,55.0,593
13778,0.55,5,6,5,62.1,55.0,1551
13779,0.41,5,5,8,61.9,55.0,1192
13780,0.73,5,5,4,62.5,56.0,2455
13781,1.07,5,3,5,61.5,54.0,3415
13782,1.03,5,2,5,61.1,55.0,4782
13783,1.2,3,4,7,63.4,56.0,8596
13784,0.31,5,5,10,60.7,56.0,901
13785,1.12,4,3,5,61.9,59.0,5291
13786,0.47,3,4,9,60.6,55.0,1780
13787,1.51,4,3,10,60.2,60.0,13194
13788,0.54,5,7,9,61.3,56.0,4042
13789,0.7,5,6,6,61.0,56.0,3504
13790,0.7,5,6,4,62.0,58.0,2332
13791,1.61,4,3,5,62.8,58.0,7754
13792,1.22,3,3,3,61.6,56.0,3663
13793,0.27,5,3,10,61.6,56.0,566
13794,0.5,4,3,5,58.7,59.0,1091
13795,0.51,3,5,6,63.1,57.0,1574
13796,0.52,4,6,6,60.9,58.0,1646
13797,1.0,4,7,4,62.0,60.0,3634
13798,0.41,5,5,9,60.9,56.0,1356
13799,0.31,3,7,5,63.0,54.0,571
13800,0.53,5,4,5,61.8,58.0,1255
13801,0.6,3,4,10,61.6,56.0,2800
13802,0.7,3,5,5,59.4,59.0,2573
13803,0.56,5,4,6,60.9,56.0,1662
13804,0.36,5,7,6,61.0,56.0,1094
13805,0.9,5,4,8,61.6,56.0,6302
13806,1.05,3,6,5,59.7,57.0,6224
13807,1.0,4,1,5,60.8,58.0,3780
13808,0.6,5,6,9,62.0,53.7,3082
13809,0.33,4,2,7,61.1,59.0,521
13810,1.01,1,7,5,66.9,54.0,4751
13811,1.0,3,4,4,63.3,56.0,3920
13812,0.71,3,2,7,63.1,57.0,2202
13813,0.4,4,7,4,61.1,58.0,666
13814,0.31,5,7,7,61.1,56.0,713
13815,0.34,4,7,6,60.4,60.0,805
13816,0.9,4,7,4,62.9,56.0,4007
13817,1.2,3,1,5,61.3,59.0,4891
13818,2.01,5,1,4,60.8,57.0,13253
13819,1.0,2,6,5,61.6,62.0,5784
13820,2.03,3,6,4,63.0,61.0,15690
13821,1.55,4,3,4,58.0,60.0,6458
13822,0.3,2,6,9,61.5,62.0,702
13823,0.31,5,5,9,62.0,55.0,828
13824,0.3,5,5,5,61.4,55.0,475
13825,0.5,2,6,5,63.2,57.0,1316
13826,1.01,4,4,3,61.1,61.0,3014
13827,1.54,5,3,8,62.6,56.0,12061
13828,0.79,5,2,7,62.2,57.0,2958
13829,0.33,5,4,7,61.7,56.0,666
13830,0.7,4,5,5,61.9,58.0,2319
13831,0.38,4,3,6,60.9,60.0,898
13832,0.93,4,6,4,60.5,57.0,4250
13833,1.01,3,3,7,63.0,55.0,5055
13834,0.9,2,4,3,63.6,61.0,2344
13835,0.74,3,6,4,59.9,59.0,2638
13836,0.31,3,1,4,63.3,58.0,430
13837,0.28,3,6,8,61.8,58.0,642
13838,0.3,3,4,9,63.2,58.0,1013
13839,0.8,3,3,9,61.9,56.0,3737
13840,1.51,5,5,5,61.5,55.0,12152
13841,0.31,2,3,7,63.6,55.0,544
13842,0.4,4,6,7,62.4,54.0,1125
13843,1.07,3,5,7,62.0,56.0,7513
13844,0.52,5,7,6,61.6,55.0,1919
13845,1.03,3,4,4,61.4,54.0,4466
13846,0.4,5,4,4,62.6,54.0,573
13847,0.59,5,7,5,61.7,56.0,1671
13848,0.26,5,3,10,62.1,55.0,545
13849,0.34,5,6,4,62.0,56.0,612
13850,0.7,2,4,4,64.1,56.0,1935
13851,1.23,2,4,5,63.1,56.0,6545
13852,1.01,3,1,5,63.0,54.0,4194
13853,0.52,3,5,8,62.1,58.0,2064
13854,1.51,4,1,6,60.7,60.0,7357
13855,0.42,5,3,7,61.0,57.0,1299
13856,0.38,5,5,6,61.2,57.0,889
13857,1.7,5,3,5,62.2,53.0,9425
13858,0.33,4,3,7,61.9,58.0,743
13859,0.26,3,6,7,63.0,59.0,453
13860,0.34,5,6,5,61.7,56.0,596
13861,1.17,3,3,4,63.1,58.0,4455
13862,1.01,5,5,7,62.5,54.0,7602
13863,1.5,4,4,7,62.7,58.0,14234
13864,1.44,4,3,4,62.1,55.0,7419
13865,1.1,5,1,4,62.0,59.0,4226
13866,0.38,5,5,6,61.2,57.0,693
13867,1.02,5,5,7,62.2,57.0,7836
13868,1.01,3,4,7,63.5,59.0,6529
13869,1.0,4,4,4,62.5,59.0,3136
13870,0.54,5,3,9,61.7,57.0,1846
13871,0.73,5,1,5,61.8,56.0,1877
13872,0.51,5,5,4,61.1,56.0,1139
13873,0.32,5,3,8,62.0,55.0,828
13874,1.01,4,7,6,59.2,56.0,6108
13875,0.46,5,2,6,62.2,54.7,893
13876,1.08,4,4,7,62.0,60.0,6689
13877,0.4,5,5,7,61.8,54.0,917
13878,0.74,5,5,7,61.9,54.0,3590
13879,1.39,5,2,4,61.6,55.0,6544
13880,0.28,3,5,7,60.8,58.0,487
13881,0.35,4,2,7,60.7,62.0,709
13882,1.71,5,6,4,61.9,57.0,11816
13883,1.32,4,3,5,61.5,61.0,7163
13884,0.55,5,4,6,60.1,55.0,1634
13885,0.31,5,6,6,61.4,54.0,680
13886,0.56,3,6,8,60.7,57.0,2442
13887,0.4,3,6,5,62.2,54.4,837
13888,1.21,4,4,6,63.0,58.0,7318
13889,0.4,3,5,8,60.5,57.0,982
13890,0.34,4,2,5,60.4,56.0,589
13891,0.51,5,4,6,62.4,56.0,1438
13892,0.43,5,7,6,62.0,55.0,1056
13893,0.5,2,7,5,63.6,58.0,1436
13894,0.3,4,4,9,60.5,59.0,789
13895,1.22,5,2,5,61.7,55.2,6062
13896,0.46,5,3,6,61.5,55.0,1252
13897,1.13,5,3,4,62.5,57.0,4584
13898,0.76,3,4,5,62.6,56.0,2652
13899,0.3,5,6,6,60.2,57.0,658
13900,0.37,4,5,5,60.3,58.0,791
13901,1.21,5,4,6,61.5,56.0,8294
13902,0.91,5,5,6,62.6,55.0,5261
13903,1.23,5,4,6,62.4,57.0,8085
13904,1.01,3,5,7,63.7,56.0,7001
13905,1.1,5,3,8,59.7,58.0,6616
13906,0.53,5,2,10,62.1,55.0,1654
13907,0.31,3,6,5,63.1,55.0,698
13908,1.51,5,6,4,62.7,55.0,7272
13909,0.72,3,5,5,62.2,59.0,2404
13910,0.71,3,7,5,63.2,56.0,2652
13911,0.7,3,5,5,60.3,59.0,2409
13912,1.09,4,3,4,61.2,62.0,4395
13913,1.08,4,5,4,60.2,59.0,4407
13914,0.79,5,6,5,62.1,54.0,3107
13915,0.41,5,3,5,62.4,53.0,722
13916,0.43,5,6,5,62.9,56.0,1016
13917,0.58,5,4,6,61.9,56.0,1636
13918,0.39,3,1,9,61.8,56.0,718
13919,1.07,5,4,5,61.9,55.0,5444
13920,1.0,5,3,5,60.3,56.0,4788
13921,0.43,5,6,6,62.2,57.0,1048
13922,0.35,4,7,5,60.1,61.0,827
13923,0.44,2,6,5,63.4,57.0,756
13924,0.42,4,3,8,62.4,57.0,984
13925,0.31,5,4,9,62.0,56.0,789
13926,1.01,3,2,4,62.1,56.0,3770
13927,2.26,5,4,4,61.9,57.0,12831
13928,0.34,4,7,5,62.0,58.0,750
13929,0.45,5,7,5,60.6,55.0,1027
13930,1.8,2,5,4,57.9,58.0,12196
13931,0.43,4,4,9,62.2,58.0,1207
13932,1.6,5,2,4,61.9,57.0,8530
13933,0.46,2,5,10,56.2,61.0,1806
13934,0.4,4,3,7,61.8880829015544,58.0,1035
13935,1.01,3,5,5,62.1,57.0,4969
13936,0.75,4,6,4,61.9,57.0,2829
13937,0.3,4,5,9,61.8,59.0,1114
13938,0.34,5,3,7,62.7,55.0,596
13939,1.04,3,3,5,59.963779527559055,63.0,4484
13940,1.19,4,2,6,61.7,57.0,5439
13941,0.31,5,6,6,61.7,55.0,642
13942,0.3,3,6,8,61.4,60.0,789
13943,0.64,4,7,5,62.3,58.0,2074
13944,2.09,3,5,4,62.5,60.0,16210
13945,0.29,5,6,9,62.7,55.0,858
13946,0.7,5,5,9,61.7,56.0,4951
13947,0.33,5,5,8,60.7,57.0,824
13948,0.57,5,4,7,60.3,57.0,1876
13949,1.5,4,2,8,59.7,60.0,10744
13950,2.33,4,3,3,60.7,58.0,8220
13951,1.04,4,2,7,61.6,56.0,4892
13952,0.4,4,2,9,59.5,59.0,1080
13953,1.13,3,7,4,62.3,60.0,5408
13954,0.42,4,6,5,62.0,58.0,722
13955,0.91,1,3,4,64.4,57.0,2763
13956,1.01,3,5,5,63.0,57.0,4549
13957,0.3,4,3,6,62.7,59.0,608
13958,0.33,5,3,6,61.1,56.0,539
13959,0.4,5,4,7,61.8,57.0,868
13960,0.37,5,7,6,61.1,56.0,1050
13961,0.56,3,3,4,59.5,57.0,1144
13962,0.52,3,4,9,61.9,61.0,2045
13963,0.54,4,4,7,61.1,59.0,1684
13964,1.29,5,3,5,63.2,57.0,6760
13965,0.7,4,1,5,61.3,59.0,1735
13966,0.41,3,5,6,62.6,57.0,863
13967,1.18,4,4,4,62.5,54.0,5190
13968,0.53,4,6,4,60.5,60.0,1141
13969,0.5,2,7,5,63.9,56.0,1257
13970,0.56,5,6,7,61.3,55.0,1930
13971,1.03,5,5,6,60.4,56.0,6467
13972,1.58,4,5,4,60.7,60.0,6990
13973,1.52,4,6,7,60.6,58.0,16779
13974,0.78,3,5,6,62.2,58.0,3429
13975,0.7,3,7,6,63.3,56.0,2826
13976,0.3,5,6,9,61.7,58.0,862
13977,0.57,5,6,5,61.8,57.0,1728
13978,0.91,3,3,7,62.7,63.0,3881
13979,0.57,4,4,6,59.7,59.0,1608
13980,0.26,5,4,5,62.0,55.0,394
13981,1.53,5,6,4,61.0,55.0,10698
13982,1.21,4,3,5,62.5,60.0,5871
13983,1.15,3,7,4,61.8,61.0,5186
13984,0.53,2,6,6,64.0,55.0,1607
13985,0.41,4,5,8,60.1,59.0,1115
13986,2.05,4,2,4,62.1,59.0,9850
13987,0.53,2,6,4,63.0,60.0,1127
13988,2.0,4,2,6,60.7,60.0,16544
13989,0.41,5,5,5,61.8,55.0,711
13990,1.2,3,5,6,62.4,58.0,7114
13991,0.77,5,4,6,61.7,55.0,3154
13992,2.3,4,2,4,61.3,58.0,11051
13993,1.52,4,2,7,60.6,57.0,10300
13994,0.44,5,4,5,61.5,57.0,772
13995,0.41,4,4,9,60.0,59.0,1230
13996,0.71,5,6,7,60.4,57.0,3464
13997,0.53,5,4,7,61.9,55.0,1695
13998,0.9,2,2,5,63.8,57.0,2823
13999,0.4,5,4,9,61.3,56.0,977
14000,1.04,4,4,5,59.2,61.0,4811
14001,1.19,4,4,4,62.4,59.0,4078
14002,0.36,4,6,5,60.9,60.0,810
14003,0.78,3,3,4,62.9,55.0,2125
14004,1.01,1,6,5,64.7,59.0,4181
14005,0.52,5,3,5,62.0,55.0,1730
14006,1.33,4,4,4,63.0,59.0,6480
14007,0.7,3,2,5,62.8,59.0,1763
14008,0.71,4,5,4,61.6,59.0,2482
14009,0.28,5,5,8,61.6,55.0,612
14010,1.5,5,2,5,62.7,57.0,8291
14011,0.3,5,2,7,62.5,54.0,457
14012,1.34,4,7,4,61.5,58.0,7438
14013,0.41,5,6,6,61.8,56.0,999
14014,1.23,4,4,7,62.8,56.0,8381
14015,0.53,5,4,7,62.6,54.0,1813
14016,0.72,5,3,7,61.6,59.0,2642
14017,0.38,2,2,10,56.6,59.0,886
14018,1.02,3,5,6,63.2,57.0,6659
14019,0.51,3,7,8,63.1,58.0,2289
14020,0.42,5,2,9,60.2,57.0,884
14021,0.93,4,3,5,62.8,58.0,3646
14022,0.23,3,6,9,60.9,58.0,530
14023,0.43,4,7,5,62.4,60.0,796
14024,0.36,5,7,9,61.5,55.0,1718
14025,0.7,3,5,5,62.8,57.0,2250
14026,1.02,2,5,4,63.3,61.0,3811
14027,1.37,3,1,4,60.7,60.0,5063
14028,0.54,1,5,5,64.8,59.0,1944
14029,0.79,5,2,8,61.7,56.0,4092
14030,1.13,3,3,4,62.7,55.0,4661
14031,0.55,3,7,9,61.5,56.0,2815
14032,0.52,5,4,7,61.4,56.0,1722
14033,0.38,3,5,5,61.5,54.0,660
14034,0.51,5,6,7,61.5,56.0,1758
14035,0.4,3,6,4,63.1,57.0,798
14036,0.71,5,2,7,61.8,56.0,2965
14037,1.5,1,7,4,68.8,57.0,7469
14038,0.76,5,2,5,61.9,56.0,2358
14039,1.02,3,7,4,61.3,62.0,3971
14040,2.01,5,2,5,62.3,57.0,15680
14041,0.75,5,6,4,61.7,55.0,2609
14042,0.32,3,5,6,60.2,59.0,645
14043,0.9,3,7,5,60.6,59.0,5040
14044,0.3,5,4,10,61.5,55.0,863
14045,0.3,5,4,9,62.1,57.0,764
14046,0.55,3,6,5,63.2,58.0,1381
14047,0.31,5,7,6,60.7,56.0,734
14048,0.9,1,2,3,67.2,60.0,1786
14049,0.51,3,7,7,62.4,58.0,1849
14050,1.2,2,7,4,62.2,65.0,6344
14051,0.37,3,6,4,61.9,55.0,541
14052,0.35,5,7,6,62.5,55.0,829
14053,0.37,3,5,10,60.4,57.0,995
14054,1.0,1,3,7,64.6,59.0,5242
14055,0.3,5,6,9,62.6,54.0,838
14056,0.31,5,7,6,62.0,55.0,734
14057,0.71,3,6,6,60.7,56.0,2795
14058,0.72,4,7,6,61.1,60.0,2721
14059,0.37,4,6,5,59.9,59.0,833
14060,1.52,4,7,4,60.2,60.0,8737
14061,0.41,3,2,9,61.85408028231143,57.0,863
14062,0.55,3,5,5,62.9,58.0,1260
14063,0.41,3,5,9,63.7,54.0,1169
14064,1.21,3,3,6,62.9,55.0,7426
14065,0.32,4,4,7,61.4,58.0,645
14066,1.01,2,6,4,63.7,58.0,4751
14067,0.32,5,5,9,61.4,56.0,990
14068,0.9,5,6,5,63.0,56.0,4092
14069,0.9,4,3,7,62.9,58.0,4234
14070,0.71,2,5,6,57.8,60.0,2777
14071,0.71,2,2,7,63.6,56.0,2306
14072,0.72,5,2,9,62.9,57.0,2493
14073,1.04,3,2,5,64.1,57.0,4190
14074,1.04,5,3,5,59.7,60.0,4812
14075,0.32,3,5,9,61.6,56.0,886
14076,0.72,5,4,7,61.7,56.0,3478
14077,0.78,5,6,5,62.7,56.0,2664
14078,0.7,4,6,4,60.6,58.0,2442
14079,1.22,4,4,4,60.5,58.0,5739
14080,1.48,2,4,10,59.8,61.0,15164
14081,1.11,5,3,4,63.5,60.0,4538
14082,0.73,5,4,4,61.1,57.0,2376
14083,1.08,3,5,5,58.2,63.0,5256
14084,1.02,5,4,8,62.1,57.0,8401
14085,1.05,3,7,6,62.9,57.0,6373
14086,1.31,3,2,5,62.6,59.0,6686
14087,0.33,4,3,10,62.9,58.0,1010
14088,0.42,5,7,8,62.1,55.0,1326
14089,0.7,4,5,4,58.8,58.0,2234
14090,1.16,5,2,5,61.7,56.0,4668
14091,2.09,5,2,4,61.2,57.0,13807
14092,0.91,3,4,5,63.5,58.0,4081
14093,0.36,5,7,8,61.9,53.0,957
14094,0.32,5,4,9,61.4,57.0,814
14095,1.21,4,7,4,60.9,58.0,6031
14096,2.0,5,2,4,59.8,55.0,11255
14097,1.0,2,5,5,63.6,58.0,4939
14098,1.11,4,3,4,61.5,59.0,4662
14099,1.01,2,5,6,63.1,60.0,6416
14100,1.15,3,5,4,63.1,63.0,4915
14101,1.13,4,2,5,62.8,57.0,4746
14102,0.32,4,2,7,61.9,58.0,648
14103,0.4,5,4,5,61.0,55.0,855
14104,0.52,3,6,7,63.3,58.0,1822
14105,0.33,4,4,7,61.8,59.0,854
14106,0.75,5,6,5,61.5,56.0,2652
14107,0.32,5,7,5,62.6,55.0,589
14108,0.61,5,7,9,62.1,56.0,4241
14109,0.55,4,2,6,61.7,55.0,1314
14110,0.7,5,2,4,61.3,57.0,1961
14111,0.32,5,7,5,59.6,57.0,589
14112,1.17,2,4,7,60.0,64.0,7972
14113,1.54,4,2,7,61.6,58.0,10349
14114,1.24,3,5,7,59.0,60.0,9885
14115,0.56,5,7,6,61.5,57.0,2066
14116,1.01,3,6,5,62.9,58.0,5499
14117,2.28,4,3,4,62.5,58.0,15413
14118,0.9,2,7,6,62.365008726003495,62.0,4739
14119,0.72,3,6,9,61.2,58.0,3903
14120,0.72,4,7,5,63.0,57.0,2567
14121,2.01,5,3,5,61.9,57.0,17403
14122,0.77,2,3,8,57.9,61.0,3027
14123,0.28,3,7,9,60.4,59.0,642
14124,1.24,3,1,4,62.8,58.0,4789
14125,2.25,5,2,4,60.5,56.0,16575
14126,0.38,3,4,5,61.8,53.7,755
14127,0.5,3,7,5,60.7,59.0,1190
14128,1.07,3,7,10,59.0,59.0,17909
14129,0.55,5,4,5,61.3,56.0,1605
14130,0.38,5,4,5,61.38033734939759,57.0,695
14131,0.46,2,6,5,62.7,58.0,967
14132,0.3,2,5,6,63.1,55.0,484
14133,0.9,2,2,5,63.0,53.0,3196
14134,1.3,4,2,6,62.7,58.0,6246
14135,0.7,4,1,7,62.0,58.0,1657
14136,1.02,4,6,6,62.8,59.0,5666
14137,0.52,5,6,6,60.9,57.0,1689
14138,1.61,5,2,5,62.7,55.0,9611
14139,0.31,4,3,8,61.4,59.0,625
14140,0.66,3,7,8,60.7,59.0,4311
14141,1.52,5,4,5,60.3,57.0,11028
14142,2.01,4,2,6,60.3,62.0,15939
14143,1.09,5,4,4,61.2,57.0,4586
14144,0.4,5,4,4,60.6,56.0,870
14145,0.38,4,6,4,59.9,56.0,596
14146,0.32,5,5,8,62.0,55.0,786
14147,0.4,3,6,6,62.0,60.0,879
14148,0.51,5,7,6,61.2,55.0,1882
14149,0.42,5,4,7,62.7,54.0,921
14150,1.53,1,2,6,57.7,69.0,8996
14151,0.55,5,7,6,61.5,56.0,2030
14152,0.28,3,6,6,60.4,59.0,487
14153,1.32,3,3,5,62.3,57.0,7270
14154,1.06,5,5,8,62.1,57.0,8954
14155,1.5,2,6,4,64.5,58.0,8492
14156,0.36,5,4,9,60.9,57.0,1080
14157,1.5,3,2,6,63.3,55.0,9533
14158,0.54,4,6,6,59.6,59.0,1555
14159,0.31,5,5,10,62.2,56.0,1046
14160,0.35,5,3,5,61.5,56.0,523
14161,0.62,4,6,4,61.1,59.0,1579
14162,0.31,5,1,7,61.2,55.0,424
14163,2.14,5,2,4,61.9,56.0,14321
14164,0.23,4,7,6,58.5,61.0,411
14165,1.01,3,4,6,61.6,61.0,5759
14166,1.01,3,5,6,63.1,56.0,6267
14167,0.9,3,3,7,63.5,59.0,4234
14168,0.3,5,5,9,62.4,56.0,1114
14169,0.42,5,7,6,62.2,55.0,1031
14170,2.03,4,1,7,59.3,60.0,14588
14171,0.9,3,5,5,63.2,56.0,4158
14172,1.01,4,3,6,62.1,57.0,5120
14173,2.0,2,6,4,60.1,54.0,15962
14174,1.53,5,4,4,62.3,56.0,9468
14175,2.0,4,3,4,60.7,60.0,15312
14176,0.71,3,4,5,60.2,58.0,2604
14177,0.3,5,4,7,61.7,57.0,776
14178,1.01,3,6,5,62.8,59.0,5416
14179,0.71,3,6,5,61.9,56.0,2455
14180,0.72,5,6,7,61.9,55.0,3283
14181,0.34,4,3,6,61.7,60.0,689
14182,0.41,3,7,5,63.0,56.0,717
14183,0.9,2,7,6,65.8,58.0,4682
14184,1.04,3,7,8,58.3,61.0,9254
14185,1.0,4,2,4,62.6,56.0,3830
14186,1.52,4,4,7,61.5,58.0,13207
14187,0.7,2,6,6,63.0,61.0,2394
14188,1.55,5,4,5,61.7,57.0,12951
14189,1.27,4,2,4,62.0,60.0,4836
14190,0.4,5,4,6,60.5,57.0,1003
14191,1.02,3,7,6,63.2,58.0,7677
14192,0.35,5,5,5,61.5,55.9,596
14193,0.3,4,7,5,62.5,58.0,552
14194,0.32,5,4,8,61.3,56.0,936
14195,1.0,3,7,6,61.2,61.0,6190
14196,0.76,5,2,5,62.3,57.0,2474
14197,0.3,4,4,4,62.7,55.0,452
14198,1.75,5,5,4,62.9,57.0,11113
14199,0.77,4,1,5,61.8,59.0,2010
14200,0.74,4,5,5,61.4,59.0,2671
14201,0.41,5,6,9,61.4,57.0,1279
14202,1.0,3,4,6,63.4,57.0,5806
14203,1.1,2,5,4,61.17711922811854,61.0,4674
14204,0.34,4,2,9,62.6,58.0,803
14205,1.51,5,4,6,62.1,55.0,13532
14206,0.39,5,4,4,60.9,56.0,716
14207,1.23,2,2,7,63.6,59.0,5834
14208,1.0,3,7,4,63.4,58.0,3304
14209,1.0,3,6,6,62.8,60.0,6600
14210,1.01,3,3,6,63.3,57.0,4559
14211,0.36,2,3,6,63.7,55.0,729
14212,0.38,5,4,9,61.2,54.0,949
14213,0.53,5,5,4,61.7,56.0,1142
14214,0.39,3,4,7,61.91989150090416,58.0,798
14215,1.5,4,5,7,62.3,58.0,15291
14216,0.33,2,7,6,63.6,56.0,625
14217,1.04,2,3,3,63.9,58.0,3261
14218,1.36,4,1,6,58.4,59.0,6157
14219,0.33,5,3,7,61.9,56.0,743
14220,0.37,5,6,6,61.81372151898734,56.0,1041
14221,0.3,5,2,7,62.5,54.0,608
14222,0.7,1,3,5,65.5,57.0,2048
14223,0.71,5,6,7,62.3,56.0,3198
14224,0.31,4,3,9,60.5,58.0,707
14225,0.31,5,7,8,62.0,56.0,1034
14226,2.06,4,2,4,61.8,58.0,14803
14227,0.43,2,4,5,63.1,58.0,704
14228,1.01,2,7,7,56.8,61.0,5050
14229,0.35,4,5,6,62.0,59.0,706
14230,1.5,3,1,6,60.5,63.0,7177
14231,1.02,5,5,6,62.0,56.0,7326
14232,0.7,2,5,7,64.0,57.0,2381
14233,1.26,5,1,9,61.4,60.0,6186
14234,0.7,4,1,7,59.6,62.0,1953
14235,0.73,3,6,6,63.1,55.0,3066
14236,0.72,5,6,8,62.1,57.0,3093
14237,0.31,3,7,5,63.5,58.0,732
14238,0.31,4,4,9,59.9,62.0,1046
14239,1.07,5,6,5,60.4,57.0,4973
14240,0.59,5,5,8,61.2,56.0,2345
14241,1.21,4,3,7,61.9,60.0,6607
14242,0.31,5,4,7,61.5,54.0,658
14243,0.4,5,5,7,61.3,56.0,1050
14244,1.06,4,4,5,62.2,57.0,5113
14245,0.73,2,2,6,63.7,58.0,2144
14246,0.3,5,5,9,61.8,57.0,814
14247,1.13,5,7,8,61.7,57.0,12150
14248,1.07,5,6,4,61.5,56.0,5602
14249,2.02,5,2,6,61.5,58.0,16018
14250,2.11,5,3,4,60.0,56.0,12226
14251,0.42,5,4,9,61.7,55.0,1179
14252,0.52,5,4,7,63.0,54.0,1694
14253,1.02,4,4,6,62.7,58.0,6058
14254,0.3,5,5,10,62.0,56.0,1013
14255,0.6,5,6,4,62.5,57.0,1385
14256,0.54,5,3,6,60.1,57.0,1439
14257,1.06,3,7,5,59.4,57.0,5713
14258,1.54,5,2,4,62.0,59.0,8254
14259,0.71,2,3,5,63.1,57.0,2096
14260,1.21,5,6,5,62.3,56.0,7088
14261,0.32,2,6,5,63.3,56.0,561
14262,1.0,5,6,3,61.8,56.0,3584
14263,1.09,5,3,6,61.5,54.0,5732
14264,0.27,5,5,8,61.4,57.0,620
14265,0.58,5,5,7,60.4,57.0,2245
14266,1.7,5,3,3,62.6,54.0,7197
14267,1.63,5,2,6,61.8,56.0,11963
